task_id,round_raw,train_loss,test_loss,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,algorithm,source_file,round_id
2,15,1.134016337,1.676404538,0.702610425,0.273783942,0.254004783,0.224603169,0.655447115,FedAvgLWF,100 Clients(FedavgLWF).csv,15
2,16,1.180486152,1.626991771,0.700629788,0.282978795,0.256922606,0.225148689,0.654403043,FedAvgLWF,100 Clients(FedavgLWF).csv,16
2,17,1.193541199,1.634124952,0.693108204,0.282036896,0.252449156,0.218893258,0.645714251,FedAvgLWF,100 Clients(FedavgLWF).csv,17
2,18,1.117584717,1.682278372,0.636856354,0.239572334,0.234438893,0.188755413,0.560019525,FedAvgLWF,100 Clients(FedavgLWF).csv,18
2,19,1.17572654,1.910445752,0.604625109,0.238068972,0.225096506,0.176177095,0.509863741,FedAvgLWF,100 Clients(FedavgLWF).csv,19
3,0,3.307957761,2.044992289,0.564608804,0.230500355,0.231203977,0.179395672,0.471759,FedAvgLWF,100 Clients(FedavgLWF).csv,0
3,1,3.006637336,2.024435458,0.63865172,0.25738495,0.244684452,0.197580074,0.547490884,FedAvgLWF,100 Clients(FedavgLWF).csv,1
3,2,2.742658593,2.0144673,0.660718094,0.260206234,0.271893154,0.216366286,0.567544899,FedAvgLWF,100 Clients(FedavgLWF).csv,2
3,3,2.51894689,2.031406226,0.660512389,0.233361237,0.271683639,0.216921077,0.570293657,FedAvgLWF,100 Clients(FedavgLWF).csv,3
3,4,2.324092812,2.042827812,0.614181314,0.254979301,0.301964785,0.231767034,0.516122077,FedAvgLWF,100 Clients(FedavgLWF).csv,4
3,5,2.09867411,2.065469328,0.60431874,0.244495693,0.299879176,0.234391735,0.517043226,FedAvgLWF,100 Clients(FedavgLWF).csv,5
