algorithm,task,round,train_loss,test_loss_old,accuracy_old,precision_macro_old,recall_macro_old,f1_macro_old,avg_forgetting_old,test_loss,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,num_test_samples,apply_seen_mask,strict_loaded,load_warning,checkpoint
der,0,19,0.605697284312719,0.6059261445230498,0.7994390894601053,0.5128210140328382,0.7339914188315001,0.5039111328504531,0.0,0.6059259235214265,0.7994390894601053,0.5128210140328382,0.7339914188315001,0.5039111328504531,0.877454965653629,409691,False,True,,E:\result_of_NCKH\results\results_der_phase1\results_incremental_der_il_20260502_083904\checkpoint_task_0_round_19.pt
der,1,19,0.006300163682988953,0.6161962581957444,0.9777513753786342,0.5204114086901352,0.6173219342068721,0.5152583434318856,0.11082498761261539,0.6161948017239156,0.9777517094922342,0.5204115343051133,0.6173223305139246,0.5152588710920016,0.9846013713853329,5985988,False,True,,E:\result_of_NCKH\results\results_der_phase1\results_incremental_der_il_20260502_083904\checkpoint_task_1_round_19.pt
der,2,19,0.06835124488721417,9.242859597255505,0.8638958936054401,0.687788639303732,0.6968188954183361,0.6183925252534201,0.37058619066491666,9.242855820078258,0.8638958936054401,0.6877960417323721,0.6968188954183361,0.618395732220214,0.8374709325052625,10135631,False,True,,E:\result_of_NCKH\results\results_der_phase2\results_incremental\checkpoint_task_2_round_19.pt
der,3,19,0.04611979848939655,30.861793745382816,0.6087995748249193,0.6229320338871248,0.6169889558195972,0.5070237312705341,0.45511018568655476,30.861830680903523,0.6087995748249193,0.62293185724125,0.6169889558195972,0.507023621230876,0.5517357749673375,12960308,False,True,,E:\result_of_NCKH\results\results_der_phase3\results_incremental\checkpoint_task_3_round_19.pt
der,4,19,0.3681933952555541,9.750534407607796,0.6980196885241998,0.579010673726602,0.5595294825930813,0.5048528190794116,0.3705297799198871,9.750529897640117,0.6980194645687113,0.5790101506185533,0.5595295399516249,0.5048524008372578,0.6990225948573109,13395519,False,True,,E:\result_of_NCKH\results\results_der_phase4\results_incremental\checkpoint_task_4_round_19.pt
